Country,Region,Producer,Number_of_Bags,Country_Partner,Harvest_Year,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Cupper_Points,Total_Cup_Points,Moisture,Category_One_Defects,Quakers,Color,Category_Two_Defects,altitude_low_meters,altitude_high_meters,altitude_mean_meters,Bag_Weight,Colors,quality_score,Variety,Processing Method
china,xishuangbanna prefecture,yun lan coffee co. ltd,3,yunnan coffee exchange,2015,7.5,7.58,7.42,7.5,7.42,7.42,10,10,10,7.5,82.33,0.12,0,6,green,2,1580,1580,2200,60,green,82.33,Catimor,Pulped natural / honey
brazil,south of minas,ipanema agrícola sa,12,specialty coffee association,2015,8.25,7.83,7.25,8.33,8.17,8.08,10,6.67,10,7.75,82.33,0.07,0,0,green,0,1268,1268,1400,2,green,82.33,Bourbon,Natural / Dry
brazil,chapadão de ferro (cerrado mineiro),others,300,brazil specialty coffee association,2015,7.42,7.5,7.5,7.42,7.5,7.58,10,10,10,7.42,82.33,0.11,0,0,green,10,others,others,1550,60,green,82.33,Mundo Novo,Natural / Dry
guatemala,huehuetenango,amancio del valle carrillo,275,asociacion nacional del café,2015,7.5,7.42,7.17,7.83,7.5,7.5,10,10,10,7.42,82.33,0.1,0,0,green,6,1676.4,1676.4,1600,69,green,82.33,Bourbon,Washed / Wet
malawi,mzuzu,mzuzu coffee planters coop union,10,africa fine coffee association,2014,7.33,7.58,7.42,7.58,7.33,7.5,10,10,10,7.58,82.33,0.12,0,0,green,0,1450,1450,1700,60,green,82.33,Gesha,Washed / Wet
brazil,south of minas,ipanema agrícola sa,10,specialty coffee association,2014,7.75,8.08,7.67,8.08,8.08,8,10,10,6.67,8,82.33,0.11,0,0,bluish-green,0,1100,1100,1800,2,bluish-green,82.33,Bourbon,Natural / Dry
guatemala,jalapa,roberto monterroso,250,asociacion nacional del café,2014,7.58,7.67,7.5,7.58,7.75,7.5,9.33,10,10,7.42,82.33,0.12,0,0,green,3,1524,1524,2000,69,green,82.33,Pacas,Washed / Wet
mexico,veracruz,huatusco,320,specialty coffee association,2014,7.33,7.58,7.42,7.5,7.5,7.5,10,10,10,7.5,82.33,0.11,0,0,green,0,others,others,1400,5,green,82.33,NA,Washed / Wet
colombia,antioquia,several,250,specialty coffee association of costa rica,2013,7.42,7.33,7.5,7.17,7.08,8.33,10,10,10,7.5,82.33,0.1,0,0,green,2,1300,1300,1400,3,green,82.33,Caturra,Washed / Wet
taiwan,changhua baguashan 彰化市八卦山,zhang shui sheng 張水勝,10,blossom valley international,2013,7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.33,82.33,0.11,0,0,green,0,200,200,1200,20,green,82.33,Typica,Semi-washed / Semi-pulped
taiwan,taichung xinshe 台中市新社區,lin yu ding 林玉定,10,blossom valley international,2013,7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.33,82.33,0.11,0,0,green,0,600,600,1300,30,green,82.33,Typica,Washed / Wet
guatemala,oriente,roberto monterroso,250,asociacion nacional del café,2013,7.5,7.42,7.58,7.5,7.5,7.58,10,10,10,7.25,82.33,0.12,2,0,green,1,1310.64,1310.64,1000,69,green,82.33,Bourbon,Washed / Wet
colombia,huila,others,250,almacafé,2013,7.5,7.42,7.5,7.5,7.5,7.58,10,10,10,7.33,82.33,0,0,0,green,1,1750,1750,1400,70,green,82.33,Caturra,Washed / Wet
mexico,"la concordia, chiapas",agroindustrias unidas de mexico sa de cv,250,amecafe,2013,7.67,7.5,7.42,7.5,7.42,7.42,10,10,10,7.42,82.33,0.12,0,0,green,3,1300,1300,1550,1,green,82.33,Typica,Washed / Wet
costa rica,central valley,others,275,specialty coffee association,2012,7.92,7.58,7.25,7.75,7.92,7.58,9.33,9.33,10,7.67,82.33,0,0,0,green,14,others,others,1600,1,green,82.33,NA,Washed / Wet
guatemala,jalapa,"cafe molino monterroso p,j. roberto",275,asociacion nacional del café,2012,7.67,7.5,7.33,7.67,7.5,7.33,10,10,10,7.33,82.33,0.11,0,0,green,3,1676.4,1828.8,1752.6,69,green,82.33,Bourbon,Washed / Wet
mexico,"jaltocan, hidalgo","salazar hernandez, roberto",10,amecafe,2012,7.58,7.67,7.58,7.33,7,7.58,10,10,10,7.58,82.33,0.15,1,0,others,8,441,441,441,1,bluish-green,82.33,Typica,Natural / Dry
mexico,veracruz,manuel herrera juarez,10,amecafe,2012,7.67,7.58,7.5,7.58,7.5,7.5,10,10,10,7,82.33,0.13,0,0,green,9,1170,1170,1170,1,green,82.33,Bourbon,Washed / Wet
guatemala,oriente,agropecuaria quiagral,250,asociacion nacional del café,2012,7.5,7.67,7.33,7.5,7.33,7.5,10,10,10,7.5,82.33,0.1,2,0,green,5,1310.64,1310.64,1310.64,1,green,82.33,Bourbon,Washed / Wet
brazil,grama valley,josé malagutti,16,nucoffee,2012,7.58,7.5,7.42,7.5,7.5,7.42,10,10,10,7.42,82.33,0.12,0,0,green,2,1100,1100,1100,60,green,82.33,Mundo Novo,Natural / Dry
mexico,santa catarina juquila,maria luisa delcarmen rojas narvaez,10,amecafe,2012,8,7.75,7.33,7.33,7.08,7.67,9.33,10,10,7.83,82.33,0.11,0,0,green,0,1200,1400,1300,1,green,82.33,Typica,Washed / Wet
brazil,south of minas,josé alberto dos santos,44,nucoffee,2012,7.58,7.58,7.25,7.58,7.42,7.5,10,10,10,7.42,82.33,0.11,0,0,green,2,950,950,950,60,green,82.33,Mundo Novo,Washed / Wet
colombia,huila,jaime pulido / ermilson ramos,250,almacafé,2012,7.83,7.58,7.33,7.25,7.58,7.42,10,10,10,7.33,82.33,0,0,0,green,0,442,442,442,70,green,82.33,Caturra,Natural / Dry
brazil,brazil matas de minas,nagipe viana klem,1062,specialty coffee association,others,7.58,7.5,7.25,7.42,7.67,7.33,10,10,10,7.5,82.25,0.09,2,6,green,10,1100,1100,1100,5,green,82.25,Catuai,Washed / Wet
taiwan,others,林玲美0918232039        ,1,blossom valley international,2016,7,7.08,7,7.17,7,7,10,10,10,10,82.25,0.1,0,0,bluish-green,0,others,others,1550,10,bluish-green,82.25,NA,Other
guatemala,nuevo oriente,pablo chuy,275,asociacion nacional del café,2016,7.67,7.5,7.25,7.67,7.42,7.42,10,10,10,7.33,82.25,0.11,0,2,green,2,1450,1450,1600,69,green,82.25,Pacas,Washed / Wet
brazil,south of minas,ipanema agrícola sa,180,brazil specialty coffee association,2015,7.42,7.67,7.5,7.08,7.5,7.42,10,10,10,7.67,82.25,0,0,0,green,9,1,1,1600,2,green,82.25,Yellow Bourbon,Natural / Dry
el salvador,apaneca,"tropical farm management el salvador, s.a. de c.v.",275,salvadoran coffee council,2014,7.58,7.67,7.5,7.67,7.83,8.42,9.33,9.33,9.33,7.58,82.25,0.12,0,0,green,0,1500,1500,2000,1,green,82.25,Bourbon,Washed / Wet
honduras,marcala,omar acosta,275,instituto hondureño del café,2015,7.58,7.5,7.42,7.58,7.42,7.42,10,10,10,7.33,82.25,0.11,0,0,green,2,1350,1350,1400,1,green,82.25,Catuai,Washed / Wet
malawi,mzuzu,mzuzu coffee coop union,10,africa fine coffee association,2014,7.58,7.42,7.33,7.42,7.58,7.5,10,10,10,7.42,82.25,0.13,0,0,bluish-green,0,1180,1180,1550,60,bluish-green,82.25,Gesha,Washed / Wet
brazil,south of minas,ipanema agrícola sa,320,specialty coffee association,2014,7.75,7.58,7.42,7.42,7.33,7.33,10,10,10,7.42,82.25,0.11,0,0,green,0,1100,1100,1200,2,green,82.25,Bourbon,Natural / Dry
taiwan,nantou,lin yu tang 林玉堂,35,blossom valley international,2013,7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.25,82.25,0.11,0,0,green,0,650,650,1550,60,green,82.25,Typica,Washed / Wet
mexico,veracruz,maria del rosario irais valdivia ortiz,150,amecafe,2013,7.58,7.58,7.42,7.42,7.42,7.42,10,10,10,7.42,82.25,0.12,0,0,bluish-green,4,1338,1338,1400,1,bluish-green,82.25,Mundo Novo,Washed / Wet
united states (hawaii),kona,others,6,specialty coffee association,2013,7.33,7.42,7.5,7.67,7.5,7.42,10,10,10,7.42,82.25,0,0,0,bluish-green,1,others,others,1800,100,bluish-green,82.25,Hawaiian Kona,Natural / Dry
mexico,"calnali, hidalgo",felix de la cruz casimiro,10,amecafe,2012,7.58,7.58,7.5,7.17,7.42,7.42,10,10,10,7.58,82.25,0.16,3,0,others,8,533,533,1400,1,bluish-green,82.25,Bourbon,Washed / Wet
guatemala,antigua,"siembras vision, s.a.",275,asociacion nacional del café,2012,7.5,7.5,7.33,7.58,7.67,7.33,10,10,10,7.33,82.25,0.11,0,0,green,2,1390.8024,1390.8024,1400,69,green,82.25,Bourbon,Washed / Wet
mexico,veracruz,manuel herrera juarez,10,amecafe,2012,7.5,7.58,7.42,7.67,7.33,7.42,10,10,10,7.33,82.25,0.13,0,0,green,3,1170,1170,1700,1,green,82.25,Bourbon,Washed / Wet
mexico,juquila,guillermo rojas saldaña,40,amecafe,2012,7.67,7.58,7.33,7.5,7.42,7.42,10,10,10,7.33,82.25,0.12,0,0,green,13,1250,1250,1800,1,green,82.25,Typica,Washed / Wet
el salvador,others,others,288,specialty coffee association,2012,7.75,7.33,7.33,7.5,7.5,7.5,10,10,10,7.33,82.25,0,2,0,green,5,others,others,1600,1,green,82.25,Other,Washed / Wet
mexico,veracruz,sergio de la vequia bernardi,250,amecafe,2012,7.33,7.58,7.42,7.67,7.33,7.5,10,10,10,7.42,82.25,0.11,0,0,green,0,1100,1100,1200,1,green,82.25,Typica,Washed / Wet
mexico,canoas,coop,250,amecafe,2012,7.42,7.5,7.42,7.58,7.42,7.5,10,10,10,7.42,82.25,0.1,0,0,green,3,900,900,1400,1,green,82.25,Typica,Washed / Wet
colombia,huila,others,250,almacafé,2012,7.5,7.42,7.67,7.33,7.58,7.33,10,10,10,7.42,82.25,0.12,0,0,green,1,1750,1750,1400,70,green,82.25,Caturra,Washed / Wet
colombia,huila,la plata,100,almacafé,2012,7.67,7.33,7.33,7.33,7.5,7.5,10,10,10,7.58,82.25,0.11,0,0,green,0,1600,1950,1800,70,green,82.25,Caturra,Washed / Wet
brazil,others,carmem lucia chaves de brito,84,nucoffee,2012,7.67,7.58,7.42,7,7.5,7.58,10,10,10,7.5,82.25,0.12,0,0,green,1,others,others,1400,60,green,82.25,Arusha,Natural / Dry
colombia,cauca,others,149,almacafé,others,7.17,7.25,7.58,7.25,7.58,7.67,10,10,10,7.75,82.25,0.22,0,0,others,2,others,others,1300,70,bluish-green,82.25,NA,Other
brazil,south of minas,ipanema agricola,320,brazil specialty coffee association,2016,7.42,7.42,7.5,7.42,7.42,7.5,10,10,10,7.5,82.17,0.11,0,1,green,5,934,934,1400,60,green,82.17,Bourbon,Natural / Dry
honduras,comayagua,nahun maldonado,200,instituto hondureño del café,2015,7.5,7.5,7.17,7.42,7.5,7.5,10,10,10,7.58,82.17,0.11,0,1,bluish-green,2,1500,1500,1550,69,bluish-green,82.17,Caturra,Washed / Wet
nicaragua,jinotega,marcio alberto rivera castellon,275,instituto hondureño del café,others,7.5,7.5,7.33,7.42,7.5,7.42,10,10,10,7.5,82.17,0.1,0,0,green,1,1000,1000,1600,69,green,82.17,NA,Other
"tanzania, united republic of",ruvuma,langiro farm group,30,africa fine coffee association,2015,7.58,7.42,7.42,7.33,7.5,7.42,10,10,10,7.5,82.17,0.13,1,0,green,6,1500,1800,1400,80,green,82.17,Bourbon,Washed / Wet
"tanzania, united republic of",northern,others,300,tanzanian coffee board,2015,7.42,7.42,7.42,7.5,7.5,7.33,10,10,10,7.58,82.17,0.12,0,0,green,1,1600,1600,1400,60,green,82.17,Other,Washed / Wet
brazil,south of minas,ipanema agrícola sa,320,brazil specialty coffee association,2015,6.92,7.58,7.42,7.33,7.83,7.5,10,10,10,7.58,82.17,0,0,0,green,1,1,1,1600,2,green,82.17,Yellow Bourbon,Natural / Dry
thailand,thailand,doi tung development project,1,specialty coffee association,2014,7.42,7.42,7.17,7.75,7.25,7.67,10,10,10,7.5,82.17,0.12,0,0,bluish-green,0,800,800,1600,1,bluish-green,82.17,NA,Washed / Wet
honduras,marcala,omar acosta,275,instituto hondureño del café,2015,7.67,7.5,7.25,7.42,7.58,7.42,10,10,10,7.33,82.17,0.11,0,0,green,2,1350,1350,1400,1,green,82.17,Catuai,Washed / Wet
guatemala,atitlan,others,250,blossom valley international,2014,7.42,7.42,7.5,7.5,7.42,7.5,10,10,10,7.42,82.17,0.09,0,0,bluish-green,4,1500,1500,1550,69,bluish-green,82.17,Bourbon,Washed / Wet
brazil,cerrado,others,300,brazil specialty coffee association,2014,7.58,7.5,7.42,7.25,7.5,7.42,10,10,10,7.5,82.17,0.12,0,0,green,1,others,others,1400,60,green,82.17,Mundo Novo,Natural / Dry
"tanzania, united republic of","ilomba vilage, mbozi",tembo coffee company ltd,10,africa fine coffee association,2014,7.75,7.42,7.42,7.58,7.33,7.42,10,10,10,7.25,82.17,0.12,0,0,green,1,1700,1700,1200,60,green,82.17,Other,Washed / Wet
mexico,veracruz,josé luis andrade sandara,200,amecafe,2013,7.42,7.33,7.17,7.42,7.33,8.17,10,10,10,7.33,82.17,0.12,0,0,green,0,1100,1100,1000,1,green,82.17,Other,Washed / Wet
mexico,"la concordia, chiapas",union ramal santa cruz,2,specialty coffee association,2013,7.5,7.5,7.33,7.42,7.5,7.42,10,10,10,7.5,82.17,0.1,1,0,others,1,1200,1600,1550,2,bluish-green,82.17,Other,Washed / Wet
taiwan,yunlin 雲林縣石壁,guo zhang sheng 郭章盛,60,blossom valley international,2013,7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.17,82.17,0.11,0,0,green,0,1200,1200,1600,60,green,82.17,Typica,Other
taiwan,"dongshan dist., tainan city 臺南市東山區",jufeng-tseng 曾如楓,80,specialty coffee association,2012,7.67,7.5,7.5,7.17,7.17,7.58,10,10,10,7.58,82.17,0,0,0,green,0,800,800,1400,10,green,82.17,Typica,Washed / Wet
colombia,huila,others,250,almacafé,2013,7.33,7.25,7.25,7.58,7.75,7.5,10,10,10,7.5,82.17,0,0,0,bluish-green,1,1750,1750,1400,70,bluish-green,82.17,Caturra,Washed / Wet
mexico,san bartolo tutotepec,avila martinez adolfo,10,amecafe,2012,7.5,7.67,7,7.5,7.33,7.5,10,10,10,7.67,82.17,0.15,1,0,others,9,1144,1144,1400,1,bluish-green,82.17,Typica,Washed / Wet
guatemala,oriente,several producers,250,specialty coffee association,2012,7.25,7.75,7,7.75,8.17,7.75,10,10,9.33,7.17,82.17,0.12,0,0,others,2,1350,1350,1400,1,bluish-green,82.17,Caturra,Washed / Wet
mexico,altotonga,salvador caro carrion,200,amecafe,2012,7.5,7.58,7.25,7.5,7.5,7.33,10,10,10,7.5,82.17,0.12,0,0,green,4,1000,1000,1200,1,green,82.17,Typica,Washed / Wet
mexico,colima,"oscar torres ochoca, genaro mata camberos, manuel duarte munguia",60,amecafe,2012,7,7.67,7.5,7.5,7.42,7.5,10,10,10,7.58,82.17,0.1,0,0,green,1,1200,1200,1300,1,green,82.17,Typica,Washed / Wet
colombia,huila,others,250,almacafé,2018,7.58,7.67,7.42,7.17,7.17,7.75,10,10,10,7.42,82.17,0.08,0,0,others,0,1800,1800,1200,70,bluish-green,82.17,NA,Other
indonesia,aceh gayo,various farms,2,specialty coffee association of indonesia,2017,7.5,7.5,7.42,7.42,7.5,7.42,10,10,10,7.33,82.08,0.15,0,0,others,3,1300,1300,1300,1,bluish-green,82.08,Bourbon,Washed / Wet
colombia,huila,others,275,almacafé,2016,7.75,7.58,7.42,7.67,7.83,7.58,9.33,9.33,10,7.58,82.08,0,0,7,green,6,others,others,1550,70,green,82.08,Caturra,Washed / Wet
brazil,south of minas,ipanema agricola,320,brazil specialty coffee association,2016,7.42,7.58,7.42,7.5,7.42,7.25,10,10,10,7.5,82.08,0.11,0,1,green,3,894,894,1400,60,green,82.08,Bourbon,Natural / Dry
brazil,south of minas,ipanema agrícola sa,320,brazil specialty coffee association,2015,7.25,7.25,7.58,7.58,7.25,7.92,10,10,10,7.25,82.08,0,0,0,green,1,1,1,1400,2,green,82.08,Yellow Bourbon,Natural / Dry
costa rica,tres rios,jose francisco gonzalez,275,specialty coffee association of costa rica,2015,7.75,7.42,7.42,7.25,7.17,7.42,10,10,10,7.67,82.08,0,0,0,bluish-green,0,1200,1400,1400,350,bluish-green,82.08,Caturra,Washed / Wet
"tanzania, united republic of",kilimanjaro,ampcg,300,tanzanian coffee board,2014,7.42,7.33,7.42,7.42,7.5,7.58,10,10,10,7.42,82.08,0.12,0,0,green,5,1500,1500,1400,2,green,82.08,Bourbon,Washed / Wet
"tanzania, united republic of",ngorogoro,ngorogoro convenant estate,1,africa fine coffee association,2014,7.42,7.5,7.5,7.33,7.33,7.5,10,10,10,7.5,82.08,0.12,0,0,green,3,1500,1700,1400,60,green,82.08,Other,Washed / Wet
colombia,others,others,1,specialty coffee association,2013,7.5,7.42,7.42,7.42,7.67,7.42,10,10,10,7.25,82.08,0.11,1,0,green,0,others,others,1550,5,green,82.08,NA,Washed / Wet
costa rica,turrialba,cafetalera aquiares,150,specialty coffee association of costa rica,2013,7.58,7.33,7.33,7.33,7.5,7.67,10,10,10,7.33,82.08,0.11,0,0,green,2,13,13,1400,69,green,82.08,Caturra,Washed / Wet
united states (hawaii),kona,others,4,specialty coffee association,2012,7.25,7.58,7.58,7.25,7.5,7.42,10,10,10,7.5,82.08,0.11,0,0,bluish-green,0,others,others,1400,100,bluish-green,82.08,Hawaiian Kona,Natural / Dry
mexico,coatepec,gibran leonardo cervantes covarrubias,35,amecafe,2012,7.42,7.58,7.5,7.33,7.42,7.42,10,10,10,7.42,82.08,0.13,0,0,green,7,1300,1300,1400,1,green,82.08,Typica,Washed / Wet
mexico,tapachula,ismam san isidro labrador s. de s.s.,250,amecafe,2012,7.5,7.42,7.42,7.5,7.25,7.5,10,10,10,7.5,82.08,0.13,3,0,green,13,1800,1800,1400,1,green,82.08,Typica,Washed / Wet
mexico,coatepec,rosa aurora falcon fernandez,15,amecafe,2012,7.67,7.5,7.25,7.58,7.42,7.33,10,10,10,7.33,82.08,0.11,0,0,green,11,1250,1250,1200,1,green,82.08,Typica,Washed / Wet
vietnam,don duong,"apollo co., ltd.",1,specialty coffee association,2012,7.67,8,7.17,7.08,7.67,7.08,10,10,10,7.42,82.08,0.12,0,0,green,2,1040,1040,1400,2,green,82.08,Other,Natural / Dry
mexico,veracruz,ramiro de la vequia bernardi,250,amecafe,2012,7.58,7.42,7.25,7.75,7.33,7.42,10,10,10,7.33,82.08,0.11,0,0,green,1,1250,1250,1550,1,green,82.08,Typica,Washed / Wet
united states (hawaii),kona,others,10,specialty coffee association,2012,7.33,7.5,7.33,7.58,7.08,7.83,10,10,10,7.42,82.08,0.1,0,0,green,2,others,others,1400,100,green,82.08,Hawaiian Kona,Washed / Wet
colombia,cauca,carlos pechene / jesús pechene / flor chacón,275,almacafé,2011,7.67,7.42,7.67,7.33,7.25,7.58,10,10,10,7.17,82.08,0.08,1,0,others,5,1600,1600,1600,70,bluish-green,82.08,NA,Other
honduras,el paraíso,santos fonseca,275,instituto hondureño del café,2017,7.5,7.5,7.17,7.5,7.5,7.42,10,10,10,7.42,82,0.12,0,0,green,1,1600,1600,1600,69,green,82,Caturra,Washed / Wet
honduras,guinope el paraíso,santos fonseca,275,instituto hondureño del café,2016,7.5,7.5,7.25,7.33,7.42,7.5,10,10,10,7.5,82,0.1,0,1,green,7,1600,1600,1600,69,green,82,Caturra,Natural / Dry
brazil,south of minas,ipanema agricola,230,brazil specialty coffee association,2016,7.5,7.33,7.42,7.5,7.33,7.42,10,10,10,7.5,82,0.11,0,2,green,3,944,944,944,60,green,82,Bourbon,Natural / Dry
"tanzania, united republic of",kilimanjaro,mr & mrs didas mallya,2,africa fine coffee association,2015,7.67,7.33,7.33,7.42,7.42,7.42,10,10,10,7.42,82,0.13,0,0,green,20,1500,1800,1650,80,green,82,Other,Washed / Wet
laos,lao p.d.r.,hanyong choi,1,specialty coffee institute of asia,2015,7.42,7.5,7.25,7.33,7.5,7.5,10,10,10,7.5,82,0.12,0,0,bluish-green,0,1250,1250,1250,2,bluish-green,82,Other,Washed / Wet
"tanzania, united republic of",meru,finca estate,1,africa fine coffee association,2014,7.42,7.42,7.33,7.58,7.33,7.42,10,10,10,7.5,82,0.12,0,0,green,3,1300,1400,1350,60,green,82,Other,Washed / Wet
malawi,mzuzu,mzuzu coffee coop union,16,africa fine coffee association,2014,7.5,7.42,7.33,7.58,7.33,7.5,10,10,10,7.33,82,0.13,0,0,bluish-green,1,2500,2500,2500,60,bluish-green,82,Gesha,Washed / Wet
taiwan,"dongshan dist., tainan city 臺南市東山區",chen jin lin 陳金璘,50,specialty coffee association,2013,7.33,7.5,7.17,7.42,7.5,7.33,10,10,10,7.75,82,0.09,0,0,green,0,600,600,600,20,green,82,Typica,Washed / Wet
thailand,thailand,doi tung development project,1,specialty coffee association,2013,7.58,7.5,7.42,7.42,7.33,7.42,10,10,10,7.33,82,0.11,0,0,green,0,800,800,800,1,green,82,NA,Washed / Wet
costa rica,central valley,varios,250,specialty coffee association of costa rica,2013,7.5,7.25,7.33,7.33,7.75,7.5,10,10,10,7.33,82,0.1,0,0,green,4,1200,1400,1300,1,green,82,Catuai,Washed / Wet
honduras,occidental,bsr,275,instituto hondureño del café,2014,7.33,7.33,7.33,7.5,7.5,7.83,10,10,10,7.17,82,0.11,0,0,green,5,1400,1400,1400,69,green,82,Caturra,Washed / Wet
colombia,huila,others,250,almacafé,2013,7.33,7.33,7.58,7.5,7.5,7.58,10,10,10,7.17,82,0.11,0,0,green,1,1800,2000,1900,70,green,82,Caturra,Washed / Wet
taiwan,"dongshan dist., tainan city 臺南市東山區","lin huang, a-mien 黃阿綿",30,specialty coffee association,2012,7.42,7.58,7.33,7.42,8,7.5,9.33,10,10,7.42,82,0.12,0,0,bluish-green,0,600,700,650,10,bluish-green,82,Typica,Washed / Wet
brazil,"minas gerais, br",café do paraíso,1,specialty coffee association,2012,7.33,7.67,7.42,7.17,7.33,7.42,10,10,10,7.67,82,0.11,0,0,bluish-green,0,894,1183,1038.5,2,bluish-green,82,Mundo Novo,Natural / Dry
mexico,coscomatepec,jorge octavio escamilla prado,15,amecafe,2012,7.67,7.33,7.25,7.5,7.42,7.42,10,10,10,7.42,82,0.12,0,0,green,1,940,940,940,1,green,82,Typica,Washed / Wet
brazil,south of minas,vander bonaccorsi,50,nucoffee,2012,7.42,7.5,7.33,7.5,7.33,7.5,10,10,10,7.42,82,0.12,0,0,green,1,1000,1000,1000,60,green,82,Mundo Novo,Natural / Dry
brazil,cerrado,josé hiroiti,75,nucoffee,2012,7.42,7.5,7.25,7.5,7.5,7.42,10,10,10,7.42,82,0.11,0,0,bluish-green,1,1050,1050,1050,60,bluish-green,82,Catuai,Semi-washed / Semi-pulped
guatemala,san marcos,paul stauder,250,asociacion nacional del café,2012,7.33,7.33,7.33,7.5,7.67,7.67,10,10,10,7.17,82,0.11,0,0,green,3,others,others,1550,1,green,82,Bourbon,Natural / Dry
brazil,south of minas,maria da gloria junqueira,53,nucoffee,2012,7.58,7.5,7.17,7.5,7.5,7.42,10,10,10,7.33,82,0.12,0,0,green,2,950,950,1600,60,green,82,Mundo Novo,Semi-washed / Semi-pulped
guatemala,oriente,conquista/morito,250,specialty coffee association,2012,7.75,7.33,7.33,7.42,7.75,7.67,10,10,9.33,7.42,82,0,0,0,green,10,1402.08,1402.08,1600,2,green,82,Bourbon,Washed / Wet
colombia,huila,"grupo monserrate, la plata",150,almacafé,others,7.33,7,7.08,7.42,7.5,7.67,10,10,10,8,82,0.07,0,0,others,2,1600,1950,2000,70,bluish-green,82,Caturra,Other
guatemala,oriente,"agricola el pilar, s.a.",25,asociacion nacional del café,2017,7.58,7.5,7.25,7.58,7.58,7.5,9.33,10,10,7.58,81.92,0.1,0,0,green,1,1901,1901,1400,69,green,81.92,Bourbon,Washed / Wet
guatemala,santa rosa,otto becker,50,asociacion nacional del café,2017,7.5,7.5,7.25,7.42,7.42,7.42,10,10,10,7.42,81.92,0.11,0,2,green,0,1219.2,1219.2,1550,69,green,81.92,Bourbon,Washed / Wet
honduras,comayagua,reinerio zepeda,274,instituto hondureño del café,2017,7.58,7.5,7.25,7.33,7.42,7.5,10,10,10,7.33,81.92,0.12,0,0,green,1,1400,1400,1200,67,green,81.92,Caturra,Washed / Wet
brazil,monte carmelo,múcio cardoso,305,brazil specialty coffee association,2016,7.42,7.33,7.33,7.5,7.5,7.33,10,10,10,7.5,81.92,0.11,0,0,green,4,1020,1020,1550,59,green,81.92,Catuai,Natural / Dry
el salvador,"el balsamo, quezaltepec","comercial exportadora, s.a. de c.v.",275,salvadoran coffee council,2014,7.67,7.58,7.33,7.5,7.5,7.67,10,10,9.33,7.33,81.92,0.11,0,0,green,2,1250,1250,1400,69,green,81.92,Bourbon,Washed / Wet
guatemala,nuevo oriente,ovidio cardona,275,asociacion nacional del café,2015,7.58,7.58,7.17,7.83,7.17,7.33,10,10,10,7.25,81.92,0.11,0,0,green,7,1300,1800,1800,69,green,81.92,Catuai,Washed / Wet
"tanzania, united republic of",mbeya,mcomafa,114,africa fine coffee association,2014,7.33,7.33,7.33,7.42,7.5,7.58,10,10,10,7.42,81.92,0.12,0,0,green,4,1877,1877,1400,60,green,81.92,Other,Washed / Wet
nicaragua,others,others,275,specialty coffee association,2013,7.58,7.42,7.25,7.17,7.5,7.67,10,10,10,7.33,81.92,0.12,3,0,green,4,others,others,1400,5,green,81.92,NA,Washed / Wet
zambia,mubuyu estate,others,13,specialty coffee association,2014,7.67,7.08,7.42,7.33,7.75,7.42,10,10,10,7.25,81.92,0,1,0,others,3,1000,1500,1700,2,bluish-green,81.92,SL28,Washed / Wet
honduras,others,others,1,specialty coffee association,2012,7.42,7.33,7.33,7.58,7.33,7.5,10,10,10,7.42,81.92,0.11,0,0,green,0,others,others,1800,2,green,81.92,NA,Washed / Wet
taiwan,taichung xinshe 台中市新社區,chen gui jiao 陳桂嬌,35,blossom valley international,2012,7.5,7.5,7.42,7.25,7.5,7.5,10,10,10,7.25,81.92,0.11,0,0,green,0,1000,1000,1600,30,green,81.92,Typica,Other
mexico,chiapas,varios productores,450,amecafe,2013,7.58,7.5,7.25,7.58,7.5,7.25,10,10,10,7.25,81.92,0.12,0,0,green,6,1300,1300,1200,1,green,81.92,Bourbon,Washed / Wet
mexico,"chapulhuacan, hidalgo","ponce rubio, venancio",10,amecafe,2012,7.5,7.5,7.25,7.25,7.5,7.5,10,10,10,7.42,81.92,0.13,2,0,others,7,981,981,1400,1,bluish-green,81.92,Typica,Semi-washed / Semi-pulped
mexico,"huazalingo, hidalgo","francisco saenz, fernando",10,amecafe,2012,7.5,7.42,7.25,7.5,7.33,7.33,10,10,10,7.58,81.92,0.14,2,0,others,8,690,690,1400,1,bluish-green,81.92,Mundo Novo,Washed / Wet
mexico,veracruz,juan hermilio sampieri carcamo,30,amecafe,2012,7.33,7.58,7.17,7.58,7.42,7.33,10,10,10,7.5,81.92,0.12,0,0,green,4,1650,1650,1800,1,green,81.92,Other,Washed / Wet
mexico,fortín de las flores,modesto landeros flores,62,amecafe,2012,7.67,7.42,7.33,7.83,7.5,7.5,9.33,10,10,7.33,81.92,0.12,0,0,green,0,1000,1000,1400,1,green,81.92,Bourbon,Washed / Wet
brazil,grama valley,fioravante malagutti,8,nucoffee,2012,7.42,7.58,7.25,7.5,7.33,7.5,10,10,10,7.33,81.92,0.12,0,0,green,3,1100,1100,1300,60,green,81.92,Mundo Novo,Natural / Dry
